index,data_type,data_name,count,label,probability
5469,array_type_dynamic,ethTxs,2,-1,0.0
5470,array_type_dynamic,SupportedTokens,1,-1,0.0
5471,uint256,finaliseTime,19,2598,0.0
5472,uint256,gracePeriodStart,4,-1,0.0
5473,uint256,presaleCap,11,4480,0.0
5474,bool,stage,3,-1,0.0
5475,uint256,channelsSold,1,-1,0.0
5476,uint256,earlyStageLasts,1,-1,0.0
5477,uint256,officialLimit,1,-1,0.0
5478,uint256,channelsLimit,1,-1,0.0
5479,uint256,officialSold,1,-1,0.0
5480,uint256,destroyedToken,5,-1,0.0
5481,address,citadelAddress,5,-1,0.0
5482,array_type_dynamic,OwnerCount,27,594,0.0
5483,address,app_address,1,-1,0.0
5484,address,old_address,1,-1,0.0
5485,uint256,tokenPriceInEth,4,-1,0.0
5486,uint256,totalTokenSold,34,5828,0.0
5487,uint256,totalEtherRaised,19,5727,0.0
5488,mapping_type_static,etherRaisedPerWallet,4,-1,0.0
5489,array_type_dynamic,UserAtIndex,6,854,0.0
5490,bool,_mintingFinished,1,-1,0.0
5491,uint256,crowdSaleStartTimestamp,2,-1,0.0
5492,string,lastLoveLetter,2,-1,0.0
5493,mapping_type_static,canRescue,1,-1,0.0
5494,mapping_type_static,showMyTokenBalance,53,5071,0.0
5495,user_define_contract,proxyRegistry,2,-1,0.0
5496,uint256,ethichubFee,4,-1,0.0
5497,uint256,localNodeFee,4,-1,0.0
5498,address,solver,1,-1,0.0
5499,string,verificationCodeHash,3,-1,0.0
5500,mapping_type_dynamic,ServiceURI,1,-1,0.0
5501,uint256,targetContractId,4,-1,0.0
5502,uint256,claimDate,2,-1,0.0
5503,uint256,remainingSupply,23,4797,0.0
5504,uint256,tokenValue,14,5573,0.0
5505,address,updater,24,6027,0.0
5506,mapping_type_static,invalidOrder,21,3082,0.0
5507,mapping_type_static,lastActiveTransaction,26,3381,0.0
5508,uint256,inactivityReleasePeriod,22,3019,0.0
5509,uint256,_airdropTotal,20,926,0.0
5510,uint256,_airdropSupply,20,925,0.0
5511,uint256,_airdropAmount,28,924,0.0
5512,user_define_contract,raindropAddress,14,4640,0.0
5513,uint256,authVersion,9,1330,0.0
5514,mapping_type_static,authorizations,12,1335,0.0
5515,address,recoveryAddress,9,4702,0.0
5516,bool,active,85,1048,0.0
5517,uint256,minimumAllowedWei,1,-1,0.0
5518,uint256,totalSupplyLimit,27,5818,0.0
5519,bool,isUnlocked,7,3281,0.0
5520,uint256,_totalRemaining,15,1005,0.0
5521,uint8,isUnlocked,4,-1,0.0
5522,address,root,78,4889,0.0
5523,uint8,isInitialized,6,3193,0.0
5524,mapping_type_static,data,8,2112,0.0
5525,user_define_contract,ethereumLottery,8,2473,0.0
5526,mapping_type_static,distributed,5,-1,0.0
5527,uint256,eligibleTokens,2,-1,0.0
5528,uint256,totalDistributionAmountInWei,2,-1,0.0
5529,mapping_type_static,weaponToApproved,1,-1,0.0
5530,bool,is_active,13,3301,0.0
5531,uint256,contributedAmount,6,1914,0.0
5532,uint8,onSale,1,-1,0.0
5533,uint256,totalExtraTokens,1,-1,0.0
5534,mapping_type_static,Node,5,-1,0.0
5535,uint256,minAmountWei,7,3824,0.0
5536,uint256,mvnpereth,2,-1,0.0
5537,user_define_contract,affiliateTree,2,-1,0.0
5538,address,netAddress,1,-1,0.0
5539,address,otherAddress,1,-1,0.0
5540,mapping_type_dynamic,tokenMetadata,7,5514,0.0
5541,user_define_contract,approvedToken,38,1285,0.0
5542,mapping_type_static,investorIsVested,1,-1,0.0
5543,uint256,icoFinalizedTime,3,-1,0.0
5544,uint256,vestingTime,1,-1,0.0
5545,uint256,advisorTokens,4,-1,0.0
5546,uint256,marketingTokens,4,-1,0.0
5547,address,crowdSaleOwner,1,-1,0.0
5548,uint256,expansionTokens,1,-1,0.0
5549,address,vestingOwner,6,6126,0.0
5550,mapping_type_static,totals,6,5887,0.0
5551,address,lastAddress,4,-1,0.0
5552,bool,hasWithdrawnRake,1,-1,0.0
5553,mapping_type_static,totalForOutcome,1,-1,0.0
5554,uint8,winningOutcome,1,-1,0.0
5555,uint8,tradable,2,-1,0.0
5556,uint256,unfreezeTimestamp,12,5984,0.0
5557,uint256,priceUnits,3,-1,0.0
5558,uint256,sellComissionUnits,2,-1,0.0
5559,uint256,sellComission,2,-1,0.0
5560,uint256,sellOrderTotal,3,-1,0.0
5561,bool,execute,1,-1,0.0
5562,string,callData,1,-1,0.0
5563,mapping_type_static,userTotalContributed,2,-1,0.0
5564,uint256,totalEtherContributed,21,5725,0.0
5565,uint256,tokenPriceDenom,2,-1,0.0
5566,uint256,tokenPriceNum,2,-1,0.0
5567,uint256,rawTokenSupply,2,-1,0.0
5568,mapping_type_static,additionalBonusOwnerState,2,-1,0.0
5569,uint256,tokenMaxSupply,2,-1,0.0
5570,user_define_contract,fund,9,2718,0.0
5571,address,lockedTokens,4,-1,0.0
5572,address,mainSaleTokenWallet,2,-1,0.0
5573,address,foundationTokenWallet,2,-1,0.0
5574,address,advisorsTokenWallet,4,-1,0.0
5575,address,teamTokenWallet,2,-1,0.0
5576,address,marketingTokenWallet,2,-1,0.0
5577,bool,transferPreSignedBulk,1,-1,0.0
5578,uint256,wlStartBlock,2,-1,0.0
5579,uint256,wlStopBlock,2,-1,0.0
5580,uint256,maxBuyPrice,2,-1,0.0
5581,uint256,minBuyPrice,2,-1,0.0
5582,uint256,soldSupply,12,5123,0.0
5583,uint256,curPrice,2,-1,0.0
5584,uint256,dividendPayment,9,2277,0.0
5585,uint256,numberOfTokenHolders,9,4125,0.0
5586,mapping_type_static,RecordBalance,9,680,0.0
5587,uint256,numberOfRecordEntries,9,4121,0.0
5588,mapping_type_static,stepLockend,4,-1,0.0
5589,string,url,12,6039,0.0
5590,address,fallback,6,2542,0.0
5591,mapping_type_static,supported,7,5267,0.0
5592,array_type_dynamic,currencies,5,-1,0.0
5593,address,prevOracle,2,-1,0.0
5594,uint256,expiration,55,2518,0.0
5595,array_type_dynamic,countProjects,2,-1,0.0
5596,mapping_type_static,distributedFirst,1,-1,0.0
5597,uint256,sentFirst,1,-1,0.0
5598,mapping_type_static,distributedSecond,1,-1,0.0
5599,uint256,sentSecond,1,-1,0.0
5600,user_define_contract,token_call,4,-1,0.0
5601,user_define_contract,token_callg,4,-1,0.0
5602,uint256,LastHash,1,-1,0.0
5603,uint256,FACTOR,23,331,0.0
5604,uint256,ConsecutiveDeaths,1,-1,0.0
5605,uint256,limiter,1,-1,0.0
5606,mapping_type_static,redeemedRewardsOf,1,-1,0.0
5607,uint256,maxMintable,40,3741,0.0
5608,uint256,traffic,1,-1,0.0
5609,uint256,ar_drive,1,-1,0.0
5610,uint256,dash_drive,1,-1,0.0
5611,uint256,mastodon_share,1,-1,0.0
5612,uint256,validated_poi,1,-1,0.0
5613,uint256,closure,1,-1,0.0
5614,uint256,accident,1,-1,0.0
5615,uint256,referral,1,-1,0.0
5616,uint256,hazard,1,-1,0.0
5617,uint256,map_drive,1,-1,0.0
5618,uint256,twitter_share,1,-1,0.0
5619,uint256,speed_sign,1,-1,0.0
5620,uint256,police,1,-1,0.0
5621,uint256,base_report,1,-1,0.0
5622,uint256,report_init,1,-1,0.0
5623,uint256,odb2_drive,1,-1,0.0
5624,address,migrationInfoSetter,29,3813,0.0
5625,string,migrationInfo,28,3812,0.0
5626,bool,open,20,4160,0.0
5627,mapping_type_static,payoutsETH,7,4327,0.0
5628,uint256,deadlineBlockNumber,4,-1,0.0
5629,uint256,payoutETH,7,4322,0.0
5630,uint256,feeWithdrawn,6,2582,0.0
5631,mapping_type_static,contributionsETH,7,1922,0.0
5632,address,Foundation,6,344,0.0
5633,address,ThirdParty,5,-1,0.0
5634,uint256,ProposalID,6,650,0.0
5635,address,prospectors_dev_allocation,3,-1,0.0
5636,uint256,total_raised,6,5876,0.0
5637,address,dev_multisig,6,2221,0.0
5638,uint256,contributors_count,5,-1,0.0
5639,mapping_type_static,unlock_times,2,-1,0.0
5640,uint256,initial_time,2,-1,0.0
5641,mapping_type_static,unlocked,6,6015,0.0
5642,address,indFundDeposit,2,-1,0.0
5643,user_define_contract,IND,4,-1,0.0
5644,uint256,entitled,1,-1,0.0
5645,bool,wormholeIsOpen,3,-1,0.0
5646,uint256,previousWeiBalance,3,-1,0.0
5647,uint256,percentWeiDividend,3,-1,0.0
5648,uint256,percentWeiJackpot,3,-1,0.0
5649,uint256,percentWeiMC,3,-1,0.0
5650,uint256,nextSeedHashed,3,-1,0.0
5651,address,RFC,1,-1,0.0
5652,uint256,overRaisedUnsend,2,-1,0.0
5653,uint256,backers,2,-1,0.0
5654,uint256,tokenUnit,27,5571,0.0
5655,address,LescovexAddr,4,-1,0.0
5656,mapping_type_static,holdedOf,4,-1,0.0
5657,uint256,optionPoolMembersLockTotalOf,3,-1,0.0
5658,array_type_static,optionPoolMembersUnlockPlans,3,-1,0.0
5659,mapping_type_static,lastInvest,23,3405,0.0
5660,mapping_type_static,investedETH,18,3091,0.0
5661,mapping_type_static,affiliateCommision,17,1132,0.0
5662,mapping_type_static,pixels,1,-1,0.0
5663,uint256,hasEnded,18,2866,0.0
5664,array_type_dynamic,Cubes,1,-1,0.0
5665,uint256,totalEthHandled,1,-1,0.0
5666,mapping_type_static,tokenToOwner,1,-1,0.0
5667,uint256,averageKimSalePrice,1,-1,0.0
5668,mapping_type_static,pendingWithdrawals,34,4352,0.0
5669,uint256,kimsCreated,1,-1,0.0
5670,uint256,sellerCut,1,-1,0.0
5671,mapping_type_static,incomeFrom,1,-1,0.0
5672,uint256,distributeAmount,8,2258,0.0
5673,uint256,availbleToken,3,-1,0.0
5674,array_type_dynamic,memeContracts,2,-1,0.0
5675,address,account1,1,-1,0.0
5676,address,account2,1,-1,0.0
5677,address,account3,1,-1,0.0
5678,mapping_type_static,pendingReturns,33,4348,0.0
5679,address,directshotb,1,-1,0.0
5680,uint256,buy,17,1580,0.0
5681,mapping_type_static,zhens,1,-1,0.0
5682,mapping_type_static,tlocked,1,-1,0.0
5683,mapping_type_static,tamount,1,-1,0.0
5684,mapping_type_static,ttimes,1,-1,0.0
5685,address,directshota,1,-1,0.0
5686,address,receipt,1,-1,0.0
5687,bool,canBuy,8,1635,0.0
5688,mapping_type_static,isPartner,4,-1,0.0
5689,mapping_type_static,partnerMaxMint,1,-1,0.0
5690,uint256,onePercent,4,-1,0.0
5691,user_define_contract,mycroToken,1,-1,0.0
5692,uint256,pubEnd,14,4594,0.0
5693,uint256,minPersonalCap,2,-1,0.0
5694,user_define_contract,SpaceImpulseERC20,2,-1,0.0
5695,address,FWDaddrETH,6,335,0.0
5696,uint256,purchaseRate,11,4610,0.0
5697,uint256,Softcap,10,737,0.0
5698,uint256,Hardcap,10,374,0.0
5699,bool,PreSaleOn,10,641,0.0
5700,uint256,CompanyHoldingValue,9,162,0.0
5701,uint8,SalePeriodIndex,7,715,0.0
5702,uint256,MainSaleCount,10,514,0.0
5703,bool,MintMoreTokens,8,545,0.0
5704,uint256,icoRate,24,2980,0.0
5705,uint256,preIcoEndTime,23,4451,0.0
5706,uint256,preIcoRate,26,4454,0.0
5707,uint256,preIcoStartTime,3,-1,0.0
5708,mapping_type_static,contractAddresses,1,-1,0.0
5709,address,emergencyControllerRole,2,-1,0.0
5710,address,supplyController,30,5264,0.0
5711,address,migrator,2,-1,0.0
5712,mapping_type_static,permittedAddresses,10,4374,0.0
5713,address,officialAddress,8,4135,0.0
5714,uint256,ExerciseEndTime,3,-1,0.0
5715,uint256,eachPUSTprice,2,-1,0.0
5716,uint256,eachUserWeight,2,-1,0.0
5717,uint256,lastEpochBlock,2,-1,0.0
5718,uint256,initBlockEpoch,2,-1,0.0
5719,uint256,topTotalSupply,6,5646,0.0
5720,uint256,epochLast,2,-1,0.0
5721,uint256,price1,5,-1,0.0
5722,uint256,price2,7,4511,0.0
5723,user_define_contract,ustAddress,2,-1,0.0
5724,mapping_type_static,eggsInTimeSlot,1,-1,0.0
5725,mapping_type_static,BrokerIncoming,3,-1,0.0
5726,array_type_dynamic,CastleNum,3,-1,0.0
5727,address,CTOAddress,3,-1,0.0
5728,array_type_dynamic,GuardianNum,3,-1,0.0
5729,array_type_dynamic,DiscipleNum,3,-1,0.0
5730,bool,computePrice,3,-1,0.0
5731,mapping_type_dynamic,BrokerAddress,3,-1,0.0
5732,mapping_type_static,DiscipleSaleToBuyer,3,-1,0.0
5733,mapping_type_static,GuardianSaleToBuyer,3,-1,0.0
5734,array_type_dynamic,RealmNum,3,-1,0.0
5735,mapping_type_static,RealmSaleToBuyer,3,-1,0.0
5736,mapping_type_static,GuardianVendToTime,3,-1,0.0
5737,mapping_type_static,CastleSaleToBuyer,3,-1,0.0
5738,uint256,vipBrokerNum,3,-1,0.0
5739,uint256,vipBrokerFee,3,-1,0.0
5740,uint256,brokerFee,3,-1,0.0
5741,mapping_type_static,GuardianVendToBidder,3,-1,0.0
5742,mapping_type_static,GuardianVendToOffer,3,-1,0.0
5743,mapping_type_static,DiscipleVendToBidder,3,-1,0.0
5744,mapping_type_static,DiscipleVendToTime,3,-1,0.0
5745,mapping_type_static,DiscipleVendToOffer,3,-1,0.0
5746,uint256,preSaleDurance,3,-1,0.0
5747,array_type_static,DiscipleItem,3,-1,0.0
5748,array_type_static,GuardianRune,3,-1,0.0
5749,uint256,feeUnit,3,-1,0.0
5750,uint256,subBrokerNum,3,-1,0.0
5751,uint256,info_TotalSupply,2,-1,0.0
5752,mapping_type_static,info_OwnerTINAmotleyLine,2,-1,0.0
5753,mapping_type_static,info_PendingWithdrawals,2,-1,0.0
5754,mapping_type_static,info_BalanceOf,2,-1,0.0
5755,array_type_dynamic,info_SeeTINAmotleyLine,2,-1,0.0
5756,bool,keepEth,22,3341,0.0
5757,uint256,totalEthRaised,10,5718,0.0
5758,uint256,maxEthToRaise,7,3720,0.0
5759,mapping_type_static,participantContributionInEth,6,4283,0.0
5760,uint256,minEthToRaise,6,3847,0.0
5761,bool,icoInProgress,3,-1,0.0
5762,mapping_type_static,isAddressAllowedInPresale,4,-1,0.0
5763,uint256,icoSupply,15,2993,0.0
5764,address,CofounditTokenAddress,1,-1,0.0
5765,uint256,tokenFrozenUntilBlock,32,5487,0.0
5766,mapping_type_static,isRestrictedAddress,48,3255,0.0
5767,bool,saleStopped,10,4958,0.0
5768,uint256,openTime,14,4166,0.0
5769,uint256,withdrawQuantity,6,6279,0.0
5770,mapping_type_static,userEtherOf,7,6066,0.0
5771,bool,globalLocked,7,2817,0.0
5772,address,shareholder,5,-1,0.0
5773,mapping_type_static,whiteListOf,3,-1,0.0
5774,bool,shareholderIsToken,4,-1,0.0
5775,uint256,currentEventId,5,-1,0.0
5776,string,officialUrl,3,-1,0.0
5777,uint256,gameIndex,5,-1,0.0
5778,mapping_type_static,indexGameOf,3,-1,0.0
5779,address,currentLoanPerson,1,-1,0.0
5780,uint256,minBankerEther,1,-1,0.0
5781,uint256,currentLoanAmount,1,-1,0.0
5782,uint256,currentDayRate10000,1,-1,0.0
5783,user_define_contract,GameToken,1,-1,0.0
5784,string,officialGameUrl,1,-1,0.0
5785,uint256,RECYCLE_TIME,19,662,0.0
5786,user_define_contract,miniMeToken,14,3907,0.0
5787,address,opetWallet,1,-1,0.0
5788,uint256,depositCount,5,-1,0.0
5789,address,pecunioWallet,1,-1,0.0
5790,user_define_contract,opetToken,1,-1,0.0
5791,user_define_contract,pecunioToken,1,-1,0.0
5792,mapping_type_static,user,5,-1,0.0
5793,address,whaleAddress,1,-1,0.0
5794,uint32,whaleStartTime,1,-1,0.0
5795,uint128,whaleBalance,1,-1,0.0
5796,uint128,ownerBalance,1,-1,0.0
5797,array_type_dynamic,tokensCount,1,-1,0.0
5798,address,farmer,15,2544,0.0
5799,uint256,closeBlock,2,-1,0.0
5800,mapping_type_static,usersNTD,1,-1,0.0
5801,uint256,totalNTD,1,-1,0.0
5802,uint256,ContractTotalMined,1,-1,0.0
5803,mapping_type_static,usersWithdrew,2,-1,0.0
5804,uint256,usedTokens,2,-1,0.0
5805,user_define_contract,sgcToken,2,-1,0.0
5806,array_type_dynamic,templateSupply,1,-1,0.0
5807,mapping_type_static,mintCountByTemplate,1,-1,0.0
5808,mapping_type_static,mintLimitByTemplate,1,-1,0.0
5809,array_type_dynamic,templateIdOf,1,-1,0.0
5810,uint256,curs,4,-1,0.0
5811,uint256,tokenCapped,3,-1,0.0
5812,address,bridgeAddress,1,-1,0.0
5813,mapping_type_static,intermediateAddresses,2,-1,0.0
5814,uint256,bridgeBalance,2,-1,0.0
5815,address,dex,4,-1,0.0
5816,uint256,minVal,4,-1,0.0
5817,uint256,bullAmount,3,-1,0.0
5818,user_define_contract,bullToken,3,-1,0.0
5819,address,founderAddress,13,2641,0.0
5820,bool,inActive,2,-1,0.0
5821,uint256,totalRemainingTokensForSales,6,5792,0.0
5822,uint256,totalReservedTokenAllocation,5,-1,0.0
5823,uint256,founderAllocatedTime,6,2643,0.0
5824,uint256,advisorAllocatedTime,3,-1,0.0
5825,bool,isSelling,11,3262,0.0
5826,uint256,alreadyReservedForTeam,2,-1,0.0
5827,mapping_type_static,LockedContract,2,-1,0.0
5828,uint256,isStarted,2,-1,0.0
5829,uint256,globalAmount,1,-1,0.0
5830,uint256,proportion,4,-1,0.0
5831,array_type_dynamic,staff,1,-1,0.0
5832,mapping_type_static,eth,2,-1,0.0
5833,mapping_type_static,supportedTokens,9,5268,0.0
5834,uint256,activated_time_,3,-1,0.0
5835,mapping_type_static,addr_pID_,2,-1,0.0
5836,uint256,icoStandardPrice,5,-1,0.0
5837,mapping_type_static,totalInvestedAmountOf,4,-1,0.0
5838,uint8,inActive,4,-1,0.0
5839,uint256,CurrentState,5,-1,0.0
5840,uint256,min_contribution,8,3892,0.0
5841,uint256,wei20,1,-1,0.0
5842,uint256,wei25,1,-1,0.0
5843,uint256,totalTokensForSaleDuringPreICO,9,5834,0.0
5844,uint256,totalWeiRaisedDuringPreICO,10,5859,0.0
5845,uint256,maxTokens,52,3765,0.0
5846,uint256,tokensForTeam,13,5606,0.0
5847,uint256,tokensForDevelopment,1,-1,0.0
5848,uint256,tokensForEcosystem,8,5603,0.0
5849,uint256,adPriceMultiple,3,-1,0.0
5850,uint256,adPriceHour,2,-1,0.0
5851,uint256,purchaseSeconds,3,-1,0.0
5852,uint256,purchaseTimestamp,3,-1,0.0
5853,uint256,adPriceWeek,3,-1,0.0
5854,uint256,adPriceDay,3,-1,0.0
5855,uint256,adPriceHalfDay,2,-1,0.0
5856,uint256,investmentMin,2,-1,0.0
5857,address,theInvestor,2,-1,0.0
5858,address,lastOwner,2,-1,0.0
5859,uint256,dappId,2,-1,0.0
5860,mapping_type_static,lockAccounts,10,3513,0.0
5861,mapping_type_static,presaleParticipantWhitelist,2,-1,0.0
5862,uint256,trancheCount,2,-1,0.0
5863,uint256,maxFundLimit,2,-1,0.0
5864,mapping_type_static,tokenDue,2,-1,0.0
5865,array_type_static,Tranche,2,-1,0.0
5866,array_type_dynamic,InvestorsCount,9,432,0.0
5867,uint256,tokenDecimals,23,5474,0.0
5868,address,tokenPoolAddress,8,5526,0.0
5869,mapping_type_static,callers,43,1630,0.0
5870,uint256,icoDiscountTime,1,-1,0.0
5871,bool,craneEnabled,1,-1,0.0
5872,mapping_type_static,craneList,1,-1,0.0
5873,mapping_type_static,tokensReceived,8,5630,0.0
5874,uint256,amountOfTokens,7,1256,0.0
5875,mapping_type_static,airdropAgent,5,-1,0.0
5876,address,m_Owner,21,3627,0.0
5877,address,m_Owner2,14,3628,0.0
5878,address,m_Creator,10,3625,0.0
5879,mapping_type_static,trustedContracts,13,5959,0.0
5880,mapping_type_static,m_Data,7,3626,0.0
5881,uint256,minInvestmentInWei,6,3861,0.0
5882,uint256,maxInvestmentInWei,10,3733,0.0
5883,mapping_type_static,payedAddress,15,4306,0.0
5884,array_type_static,stages,4,-1,0.0
5885,array_type_static,bonuses,5,-1,0.0
5886,uint256,valueAirDrop,15,6094,0.0
5887,user_define_contract,reffalPool,2,-1,0.0
5888,user_define_contract,pvt_inv_Pool,2,-1,0.0
5889,address,advteamPool,2,-1,0.0
5890,uint8,releasedForTransfer,3,-1,0.0
5891,mapping_type_static,isTokenUser,1,-1,0.0
5892,uint256,TokenUserCounter,1,-1,0.0
5893,uint8,tokenReceived,2,-1,0.0
5894,bool,isClosed,18,3148,0.0
5895,address,preTgeManager,2,-1,0.0
5896,uint8,preTgeBonus,2,-1,0.0
5897,mapping_type_static,burnedTokens,2,-1,0.0
5898,uint8,basicRate,2,-1,0.0
5899,array_type_dynamic,coloredTokenCount,5,-1,0.0
5900,uint256,maximumLockYears,4,-1,0.0
5901,uint256,currentYear,6,2082,0.0
5902,uint256,requiredLockedForColorRegistration,4,-1,0.0
5903,mapping_type_static,LockedTokensByYear,4,-1,0.0
5904,uint256,shareCycle,1,-1,0.0
5905,uint256,numberOfInvestors,11,4118,0.0
5906,user_define_contract,w,9,6167,0.0
5907,address,delegation,7,2157,0.0
5908,uint8,tipoCongelamento,2,-1,0.0
5909,uint256,creationDate,11,1962,0.0
5910,uint256,totalBaseLareSoldInMainSale,1,-1,0.0
5911,uint256,totalLareSold,1,-1,0.0
5912,mapping_type_static,addressToLarePurchased,1,-1,0.0
5913,uint256,totalBaseLareSoldInPreSale,1,-1,0.0
5914,mapping_type_static,addressToEtherContributed,1,-1,0.0
5915,array_type_dynamic,amountOfParticipants,5,-1,0.0
5916,bool,mStopped,2,-1,0.0
5917,uint256,mNumVoters,2,-1,0.0
5918,mapping_type_static,AppCode,2,-1,0.0
5919,mapping_type_dynamic,AppChainCode,2,-1,0.0
5920,mapping_type_dynamic,ChainName,2,-1,0.0
5921,uint32,mMaxAppCode,2,-1,0.0
5922,uint32,mMaxChainCode,2,-1,0.0
5923,user_define_contract,package,6,4267,0.0
5924,bool,tokenInitialized,1,-1,0.0
5925,array_type_dynamic,managers,1,-1,0.0
5926,mapping_type_static,investorAmount,3,-1,0.0
5927,address,administrator,59,1111,0.0
5928,uint256,miniGameId,1,-1,0.0
5929,address,miningWarContractAddress,1,-1,0.0
5930,uint256,MINI_GAME_BONUS,1,-1,0.0
5931,uint256,noRoundMiniGame,1,-1,0.0
5932,uint256,MINI_GAME_PRIZE_CRYSTAL,1,-1,0.0
5933,user_define_contract,MiningWarContract,3,-1,0.0
5934,uint256,MINI_GAME_ADD_TIME_DEFAULT,1,-1,0.0
5935,uint256,MINI_GAME_BETWEEN_TIME,1,-1,0.0
5936,uint256,MINI_GAME_TIME_DEFAULT,1,-1,0.0
5937,uint256,smbl,37,5106,0.0
5938,address,privateToken,6,4547,0.0
5939,mapping_type_dynamic,LockAccInfo,4,-1,0.0
5940,mapping_type_dynamic,LockAccount,4,-1,0.0
5941,address,battleContract,7,1442,0.0
5942,address,tradeContract,11,5895,0.0
5943,uint16,priceIncreasingRatio,2,-1,0.0
5944,uint256,gapFactor,4,-1,0.0
5945,mapping_type_static,crownBalanceOf,1,-1,0.0
5946,uint256,_crownTotalSupply,1,-1,0.0
5947,address,dvipAddress,2,-1,0.0
5948,mapping_type_static,layingEggLevels,1,-1,0.0
5949,mapping_type_static,layingEggDeductions,1,-1,0.0
5950,mapping_type_static,transformLevels,1,-1,0.0
5951,mapping_type_static,transformClasses,1,-1,0.0
5952,uint256,totalDeveloperCut_,2,-1,0.0
5953,uint8,paused_,2,-1,0.0
5954,address,kittyCoreAddress,6,3352,0.0
5955,array_type_static,boardSpot,1,-1,0.0
5956,mapping_type_static,goldBalanceOf,3,-1,0.0
5957,uint256,fundPool,1,-1,0.0
5958,uint256,_goldTotalSupply,3,-1,0.0
5959,mapping_type_static,MemberBoss,1,-1,0.0
5960,uint256,tokenBonus,10,5451,0.0
5961,bool,pauseMode,2,-1,0.0
5962,array_type_static,levelupValues,2,-1,0.0
5963,bool,bonusMode,2,-1,0.0
5964,uint128,newAtomFee,2,-1,0.0
5965,address,CaDataAddress,2,-1,0.0
5966,uint8,buyFeeRate,1,-1,0.0
5967,user_define_contract,CaDataContract,3,-1,0.0
5968,uint256,globalUnlockTime,4,-1,0.0
5969,mapping_type_static,lockedBalanceOf,40,3562,0.0
5970,mapping_type_static,workDone,34,6298,0.0
5971,user_define_contract,shop,20,5063,0.0
5972,uint256,totalLoadedRefund,3,-1,0.0
5973,uint256,teamAllocatedTime,3,-1,0.0
5974,address,usechainWallet,1,-1,0.0
5975,address,upgradeController,1,-1,0.0
5976,uint256,reserve,22,4821,0.0
5977,uint256,burn,6,1547,0.0
5978,address,Vault,14,875,0.0
5979,mapping_type_static,isTestAccount,1,-1,0.0
5980,array_type_dynamic,allMultitokens,7,1187,0.0
5981,mapping_type_static,deployers,5,-1,0.0
5982,array_type_dynamic,sellingList,1,-1,0.0
5983,array_type_dynamic,borrowingList,1,-1,0.0
5984,mapping_type_static,lendingList,1,-1,0.0
5985,mapping_type_static,paymentsByPurchaser,1,-1,0.0
5986,uint256,purchaserCount,5,-1,0.0
5987,bool,haltSale,19,2848,0.0
5988,uint256,saleEndTime,53,4935,0.0
5989,mapping_type_static,contributedCap,5,-1,0.0
5990,uint256,raisedWei,18,4646,0.0
5991,uint256,firstRoundTime,5,-1,0.0
5992,uint256,xtime,5,-1,0.0
5993,uint256,minCap,64,3831,0.0
5994,mapping_type_static,proxyPurchases,7,4593,0.0
5995,user_define_contract,list,15,3495,0.0
5996,mapping_type_static,saleContract,6,4927,0.0
5997,address,addressFundTeam,3,-1,0.0
5998,uint256,fundTeam,2,-1,0.0
5999,bool,isActive,86,3121,0.0
6000,bool,isSuccessful,15,3271,0.0
6001,uint256,totalCollectedETH,10,5684,0.0
6002,uint16,tradingFeePercentage,2,-1,0.0
6003,user_define_contract,dataContract,14,2114,0.0
6004,user_define_contract,tradingMonDataContract,2,-1,0.0
6005,user_define_contract,monsterNFTContract,2,-1,0.0
6006,user_define_contract,battleContract,6,1442,0.0
6007,uint256,EndTime,17,318,0.0
6008,uint256,potSize,11,4432,0.0
6009,array_type_dynamic,Players,4,-1,0.0
6010,uint256,minBetSize,1,-1,0.0
6011,uint256,potTime,3,-1,0.0
6012,uint256,winnerIndex,3,-1,0.0
6013,address,winnerAddress,7,6257,0.0
6014,uint256,totalBet,8,5667,0.0
6015,uint256,tokensPerOneETH,1,-1,0.0
6016,bool,isCanSell,1,-1,0.0
6017,bool,isCanBuy,1,-1,0.0
6018,uint256,totalDeposit,14,5696,0.0
6019,uint8,saleState,9,4957,0.0
6020,uint256,winnerKey,2,-1,0.0
6021,uint256,minimumTickets,2,-1,0.0
6022,uint256,totalTickets,3,-1,0.0
6023,uint256,totalBuyers,2,-1,0.0
6024,uint256,winnerTicket,2,-1,0.0
6025,uint256,returnLastBuyerIndex,2,-1,0.0
6026,uint256,successfulTime,2,-1,0.0
6027,uint256,creatorFeePercent,2,-1,0.0
6028,address,User_2,79,864,0.0
6029,address,User_4,77,866,0.0
6030,address,User_3,77,865,0.0
6031,uint256,DeathFactor_i,5,-1,0.0
6032,uint256,lastHash,3,-1,0.0
6033,uint256,lastBlock_v1Hash_uint256,4,-1,0.0
6034,uint256,deathData_v1,3,-1,0.0
6035,bool,CLE_Beta_Pictoris,1,-1,0.0
6036,address,Securities_1,62,720,0.0
6037,uint256,Standard_2,75,743,0.0
6038,user_define_contract,Securities_2,5,-1,0.0
6039,address,User_5,77,867,0.0
6040,address,Securities_5,58,724,0.0
6041,uint256,Standard_5,75,746,0.0
6042,uint256,Standard_4,75,745,0.0
6043,user_define_contract,Securities_4,9,723,0.0
6044,uint256,Standard_3,75,744,0.0
6045,user_define_contract,Securities_3,62,722,0.0
6046,uint256,lastBlock_v0,5,-1,0.0
6047,uint256,lastBlock_v1,5,-1,0.0
6048,uint256,lastBlock_v2,5,-1,0.0
